age,income,home_ownership_enc,emplyment_length,loan_intent_enc,loan_amount,loan_interest_rate,loan_income_ratio,payment_default_enc,credit_history_length,max_allowed_loan
24.0,60000,3,1,1,2400,13.49,0.04,1,4,69588
25.0,57600,0,9,0,2400,5.42,0.04,0,4,69588
45.0,42000,0,1,5,6000,12.21,0.14,0,16,69592
25.0,58500,3,1,2,3500,15.31,0.06,0,2,69610
22.0,81500,0,6,0,20000,12.18,0.25,0,2,69619
27.0,59000,0,11,3,10000,8.0,0.17,0,6,69623
27.0,59000,3,11,3,10000,10.2,0.17,0,6,69623
27.0,59000,3,11,3,10000,11.71,0.17,0,8,69623
27.0,59000,0,11,5,10000,5.42,0.17,0,7,69623
27.0,59000,0,11,4,10000,7.51,0.17,0,8,69623
27.0,59000,0,11,4,10000,7.9,0.17,0,10,69623
27.0,58650,0,2,3,9500,10.36,0.14,0,8,69651
29.0,50808,0,6,5,4000,8.9,0.08,0,7,69653
23.0,78000,3,7,1,20000,10.99,0.26,0,4,69667
23.0,78000,0,7,4,20000,15.96,0.26,1,2,69667
23.0,78000,3,7,5,20000,13.85,0.26,1,3,69667
23.0,78000,3,8,4,20000,13.85,0.26,0,4,69667
23.0,78000,0,4,5,20000,15.96,0.26,1,3,69667
23.0,78000,3,7,1,20000,13.85,0.26,0,3,69667
37.0,42000,3,0,3,8000,9.99,0.19,0,15,69667
37.0,42000,3,2,5,8000,5.42,0.19,0,15,69667
29.0,56000,0,3,0,11500,11.99,0.21,0,7,69669
22.0,75000,0,6,3,12800,6.62,0.17,0,4,69675
23.0,70000,3,3,0,10800,10.0,0.15,0,3,69676
29.0,50000,3,5,3,2800,14.17,0.06,0,6,69685
22.0,67000,0,6,3,4000,5.42,0.06,0,2,69686
23.0,62000,3,6,4,1600,9.62,0.03,0,2,69691
27.0,53500,3,1,1,2500,10.99,0.05,0,9,69712
27.0,65000,0,9,4,18000,9.99,0.28,0,5,69714
27.0,65000,0,1,4,18000,11.49,0.28,0,10,69714
29.0,54996,3,4,2,10000,9.63,0.18,0,9,69715
29.0,54996,3,4,4,10000,7.51,0.18,0,9,69715
29.0,55000,0,5,3,10000,6.62,0.18,0,5,69721
29.0,55000,0,3,3,10000,11.49,0.18,0,7,69721
29.0,55000,3,11,3,10000,10.37,0.18,0,10,69721
29.0,55000,3,3,0,10000,10.59,0.18,0,6,69721
29.0,55000,0,4,1,10000,7.49,0.18,0,6,69721
21.0,75000,3,1,5,9000,12.29,0.12,1,2,69730
27.0,55000,3,3,3,4500,10.74,0.08,0,6,69732
27.0,55000,3,3,5,4500,14.09,0.08,1,9,69732
27.0,55000,2,6,1,4500,11.97,0.08,0,5,69732
23.0,65000,3,5,5,5000,7.51,0.08,0,2,69734
23.0,65000,0,7,0,5000,13.11,0.08,1,2,69734
23.0,65000,0,7,5,5000,12.99,0.08,1,4,69734
23.0,65000,3,1,1,5000,13.47,0.08,0,4,69734
23.0,65000,3,1,5,5000,13.8,0.08,1,3,69734
23.0,65000,3,0,3,5000,6.99,0.08,0,4,69734
23.0,65000,0,7,1,5000,13.47,0.08,1,4,69734
23.0,65000,0,7,1,5000,7.43,0.08,0,2,69734
23.0,65000,0,7,0,5000,9.91,0.08,0,3,69734
23.0,65000,0,5,1,5000,6.03,0.08,0,4,69734
23.0,65000,3,1,4,5000,9.99,0.08,0,2,69734
25.0,59000,2,2,5,4000,8.0,0.07,0,2,69734
25.0,59000,0,2,1,4000,7.14,0.07,0,4,69734
25.0,59000,0,6,0,4000,7.88,0.07,0,4,69734
25.0,59000,0,5,5,4000,6.76,0.07,0,4,69734
23.0,65004,3,7,5,5000,11.49,0.08,0,3,69738
23.0,65004,0,7,4,5000,7.88,0.08,0,3,69738
25.0,57000,3,5,0,1500,14.27,0.03,1,3,69740
26.0,59436,0,9,1,7500,11.71,0.13,0,2,69744
44.0,51000,0,2,0,20000,13.43,0.39,0,15,69748
32.0,53000,3,4,1,15000,10.62,0.28,0,10,69761
36.0,45000,3,10,0,11200,10.99,0.25,0,16,69762
24.0,70000,0,7,5,14200,11.89,0.2,0,4,69771
28.0,57000,0,12,0,10000,11.36,0.18,0,9,69772
23.0,72000,0,7,1,13000,17.58,0.18,1,3,69774
25.0,64000,0,9,5,10200,7.49,0.16,0,2,69775
34.0,44000,3,2,0,5000,13.98,0.11,0,8,69776
28.0,51996,0,0,3,3000,13.23,0.06,0,7,69779
24.0,64000,0,8,2,7000,15.62,0.11,0,4,69780
22.0,70000,0,6,5,7200,7.29,0.1,0,4,69781
34.0,44004,3,2,3,5000,6.92,0.11,0,6,69783
26.0,56000,3,2,4,3000,15.27,0.05,0,2,69786
41.0,45000,3,1,0,4000,13.48,0.09,0,11,69794
22.0,74400,3,1,1,12000,9.99,0.16,0,4,69816
31.0,47000,3,4,0,3000,14.35,0.06,0,10,69833
31.0,47000,3,2,0,3000,8.9,0.06,0,5,69833
36.0,41600,3,4,1,5000,12.68,0.13,1,15,69855
29.0,62000,0,4,4,20000,7.51,0.32,0,8,69859
24.0,62400,0,3,5,5000,12.53,0.08,0,2,69863
26.0,63000,0,10,1,12000,13.49,0.19,0,2,69872
28.0,56000,3,12,0,8500,10.99,0.15,0,10,69874
33.0,46000,0,17,4,6000,12.68,0.13,1,6,69874
30.0,51000,0,14,4,6600,6.17,0.13,0,9,69876
21.0,78000,0,5,0,12000,8.94,0.15,0,3,69877
23.0,66000,3,5,5,6000,11.86,0.09,0,2,69882
23.0,66000,0,0,3,6000,11.89,0.09,0,3,69882
23.0,66000,3,0,1,6000,7.88,0.09,0,3,69882
25.0,60000,0,9,2,5100,7.88,0.09,0,3,69882
37.0,43200,0,18,2,10000,7.74,0.23,0,12,69883
24.0,62000,3,8,2,4500,11.83,0.07,0,3,69884
27.0,54000,3,0,1,3000,11.36,0.06,0,7,69885
27.0,54000,0,6,1,3000,10.62,0.06,0,7,69885
27.0,54000,0,0,2,3000,14.27,0.06,1,8,69885
27.0,54000,3,11,4,3000,7.66,0.06,0,6,69885
28.0,51000,2,12,1,1500,7.74,0.03,0,9,69889
23.0,78200,0,0,4,20000,14.79,0.26,1,4,69897
23.0,69500,2,4,5,10000,13.48,0.14,1,4,69902
28.0,52800,0,2,4,4000,9.63,0.08,0,8,69902
23.0,69504,3,5,5,10000,7.66,0.14,0,2,69907
44.0,42000,0,0,3,4000,6.39,0.1,0,13,69913
26.0,58800,0,7,4,6500,9.88,0.11,0,4,69919
29.0,51684,3,7,4,5000,15.21,0.1,1,9,69921
42.0,44964,3,2,1,5600,8.94,0.12,0,11,69932
23.0,65000,0,1,0,4800,9.99,0.07,0,4,69934
23.0,65000,3,0,3,4800,10.99,0.07,0,4,69934
23.0,65000,0,7,1,4800,7.51,0.07,0,2,69934
23.0,65000,0,7,0,4800,6.76,0.07,0,2,69934
32.0,60000,0,17,5,26000,9.91,0.43,0,6,69948
32.0,55000,0,4,4,18000,7.9,0.33,0,8,69957
30.0,60000,0,5,5,20000,10.25,0.33,0,10,69958
30.0,60000,0,14,0,20000,11.49,0.33,0,10,69958
30.0,60000,0,2,2,20000,7.88,0.33,0,7,69958
34.0,50000,3,4,5,15000,8.88,0.3,0,10,69958
34.0,50000,2,3,5,15000,7.51,0.3,0,9,69958
34.0,50000,0,7,2,15000,7.49,0.3,0,7,69958
29.0,60000,0,0,2,17000,15.65,0.28,1,8,69962
36.0,45000,0,3,1,11000,5.99,0.24,0,15,69962
25.0,72000,0,4,3,20000,12.69,0.28,0,2,69965
25.0,72000,3,3,1,20000,13.47,0.28,0,4,69965
25.0,72000,3,1,4,20000,10.37,0.28,0,3,69965
25.0,72000,0,0,5,20000,12.21,0.28,0,4,69965
22.0,65000,3,1,0,1525,7.49,0.02,0,4,69966
24.0,75000,3,4,2,20000,12.69,0.27,0,4,69966
24.0,75000,3,5,3,20000,10.74,0.27,0,3,69966
24.0,75000,3,4,1,20000,13.22,0.27,0,4,69966
24.0,75000,3,0,3,20000,11.11,0.27,0,4,69966
24.0,75000,3,5,2,20000,12.21,0.27,0,2,69966
24.0,75000,0,4,2,20000,14.11,0.25,1,4,69966
24.0,75000,0,8,4,20000,10.36,0.27,0,4,69966
24.0,75000,0,7,1,20000,10.38,0.27,0,3,69966
28.0,60000,3,8,3,14000,12.87,0.23,1,10,69967
32.0,50000,3,8,3,10000,9.88,0.2,0,6,69968
32.0,50000,3,4,0,10000,10.65,0.2,0,9,69968
32.0,50000,0,5,4,10000,10.99,0.2,0,9,69968
32.0,50000,3,1,1,10000,13.49,0.2,1,5,69968
32.0,50000,3,2,4,10000,10.37,0.2,0,8,69968
32.0,50000,3,5,4,10000,6.62,0.2,0,8,69968
32.0,50000,0,4,1,10000,7.14,0.2,0,9,69968
32.0,50000,0,3,4,10000,10.38,0.2,0,9,69968
32.0,50000,0,4,3,10000,6.03,0.2,0,9,69968
32.0,50000,3,5,0,10000,13.57,0.2,0,10,69968
32.0,50000,3,4,3,10000,8.49,0.2,0,10,69968
32.0,50000,3,3,2,10000,8.94,0.2,0,7,69968
32.0,50000,3,4,3,10000,13.49,0.2,0,8,69968
32.0,50000,2,3,3,10000,7.88,0.2,0,10,69968
32.0,50000,3,3,4,10000,12.87,0.2,1,10,69968
32.0,50000,3,4,4,10000,9.32,0.2,0,10,69968
32.0,50000,0,2,0,10000,6.62,0.2,0,5,69968
25.0,68000,3,4,0,15000,10.25,0.22,0,4,69969
25.0,68000,3,5,1,15000,7.9,0.22,0,4,69969
25.0,68000,3,1,3,15000,10.99,0.22,0,2,69969
30.0,54000,3,13,2,11000,6.99,0.2,0,6,69969
22.0,80000,3,6,4,18000,5.79,0.23,0,4,69970
22.0,80000,0,5,1,18000,8.49,0.23,0,3,69970
22.0,80000,0,6,3,18000,12.42,0.22,0,4,69970
35.0,44000,3,4,3,7000,13.23,0.16,1,7,69971
38.0,40000,0,20,5,6000,7.29,0.15,0,14,69971
38.0,40000,3,0,1,6000,13.47,0.15,1,11,69971
24.0,70000,0,2,3,14000,7.88,0.2,0,2,69972
24.0,70000,3,2,0,14000,8.59,0.2,0,2,69972
24.0,70000,3,3,1,14000,10.75,0.2,0,4,69972
24.0,70000,0,2,0,14000,11.36,0.2,0,4,69972
24.0,70000,0,8,0,14000,10.99,0.2,0,4,69972
24.0,70000,0,2,2,14000,10.0,0.2,0,3,69972
24.0,70000,3,5,2,14000,10.37,0.2,0,3,69972
24.0,70000,0,8,1,14000,7.88,0.2,0,4,69972
24.0,70000,0,8,5,14000,11.12,0.2,0,2,69972
24.0,70000,3,2,4,14000,9.63,0.2,0,3,69972
30.0,52000,3,1,1,8000,10.0,0.15,0,9,69973
30.0,52000,0,7,4,8000,10.99,0.15,0,9,69973
25.0,68004,3,9,0,15000,11.89,0.22,0,4,69974
22.0,75000,0,5,5,12500,11.48,0.17,0,2,69975
22.0,75000,3,6,1,12500,7.9,0.17,0,3,69975
22.0,75000,0,6,1,12500,13.49,0.17,0,2,69975
25.0,64000,0,3,4,10000,7.14,0.16,0,2,69975
24.0,67000,3,3,5,10400,15.21,0.15,0,4,69976
26.0,60000,0,10,5,8000,12.69,0.13,0,4,69977
26.0,60000,3,8,2,8000,15.96,0.13,1,3,69977
26.0,60000,0,10,2,8000,10.08,0.13,0,3,69977
26.0,60000,0,10,0,8000,8.94,0.13,0,3,69977
28.0,55000,3,12,1,7000,11.36,0.13,0,9,69977
28.0,55000,0,12,3,7000,10.65,0.13,0,9,69977
37.0,40000,3,1,3,4000,13.23,0.1,0,13,69977
37.0,40000,3,2,1,4000,10.99,0.1,0,15,69977
37.0,40000,3,0,5,4000,7.51,0.1,0,11,69977
25.0,62400,0,5,5,8000,6.62,0.13,0,2,69978
25.0,62000,3,1,0,7500,7.49,0.12,0,4,69978
21.0,80004,3,5,1,14000,7.9,0.18,0,3,69979
24.0,65000,3,8,1,8000,11.49,0.12,0,2,69979
24.0,65000,3,7,5,8000,11.83,0.12,0,3,69979
24.0,65000,0,0,2,8000,10.99,0.12,0,3,69979
24.0,65000,0,8,5,8000,7.49,0.12,0,2,69979
24.0,65000,0,8,2,8000,11.49,0.12,0,2,69979
24.0,65000,0,3,4,8000,7.14,0.12,0,3,69979
24.0,65000,3,3,1,8000,6.91,0.12,0,3,69979
24.0,65000,3,2,2,8000,7.88,0.12,0,4,69979
24.0,65000,3,4,2,8000,8.59,0.12,0,3,69979
24.0,65000,0,0,3,8000,5.42,0.12,0,2,69979
24.0,65000,0,3,1,8000,13.06,0.12,1,2,69979
24.0,65000,3,8,4,8000,7.51,0.12,0,4,69979
24.0,65000,3,3,4,8000,11.71,0.12,0,2,69979
24.0,65000,3,3,1,8000,11.49,0.12,0,4,69979
30.0,50000,3,14,4,5000,8.94,0.1,0,7,69979
30.0,50000,0,5,0,5000,7.88,0.1,0,9,69979
30.0,50000,0,4,3,5000,10.38,0.1,0,5,69979
30.0,50000,3,2,5,5000,10.37,0.1,0,9,69979
30.0,50000,3,7,0,5000,7.51,0.1,0,5,69979
30.0,50000,3,15,3,5000,9.99,0.1,0,7,69979
30.0,50000,2,3,5,5000,5.99,0.1,0,7,69979
30.0,50000,0,7,4,5000,8.59,0.1,0,5,69979
30.0,50000,3,7,0,5000,10.99,0.1,0,9,69979
30.0,50000,0,8,1,5000,12.73,0.1,1,8,69979
22.0,70000,0,6,1,7000,7.9,0.1,0,4,69982
22.0,70000,0,6,5,7000,14.22,0.1,1,3,69982
22.0,70000,0,3,1,7000,7.49,0.1,0,3,69982
25.0,60000,0,8,4,5000,8.49,0.08,0,3,69982
25.0,60000,0,9,0,5000,10.65,0.08,0,2,69982
25.0,60000,2,4,1,5000,7.51,0.08,0,4,69982
25.0,60000,0,3,0,5000,5.42,0.08,0,2,69982
25.0,60000,3,0,0,5000,8.63,0.08,0,4,69982
25.0,60000,0,9,1,5000,10.0,0.08,0,3,69982
25.0,60000,3,1,1,5000,10.25,0.08,0,4,69982
25.0,60000,0,9,2,5000,9.99,0.08,0,2,69982
25.0,60000,0,9,0,5000,12.99,0.08,1,4,69982
25.0,60000,0,0,0,5000,9.25,0.08,0,2,69982
25.0,60000,3,3,1,5000,15.62,0.08,0,2,69982
25.0,60000,3,6,3,5000,7.9,0.08,0,3,69982
25.0,60000,3,2,2,5000,12.99,0.08,1,2,69982
25.0,60000,3,9,2,5000,13.98,0.08,1,2,69982
25.0,60000,0,4,3,5000,12.61,0.08,1,4,69982
25.0,60000,0,9,4,5000,11.86,0.08,0,4,69982
25.0,60000,0,9,3,5000,14.79,0.08,1,3,69982
25.0,60000,3,3,3,5000,12.18,0.08,0,2,69982
25.0,60000,0,9,4,5000,6.03,0.08,0,3,69982
25.0,60000,0,3,2,5000,10.99,0.08,0,3,69982
25.0,60000,3,2,1,5000,9.99,0.08,0,4,69982
25.0,60000,3,3,3,5000,12.99,0.08,1,4,69982
25.0,60000,0,5,0,5000,9.32,0.08,0,3,69982
25.0,60000,0,9,3,5000,13.49,0.08,1,4,69982
25.0,60000,0,0,4,5000,10.65,0.08,0,4,69982
25.0,60000,3,5,2,5000,7.29,0.08,0,3,69982
25.0,60000,3,5,0,5000,13.99,0.08,0,2,69982
25.0,60000,0,0,0,5000,5.42,0.08,0,2,69982
25.0,60000,3,1,0,5000,7.88,0.08,0,3,69982
25.0,60000,3,1,4,5000,9.64,0.08,0,4,69982
25.0,60000,3,3,5,5000,17.56,0.08,1,3,69982
25.0,60000,0,9,2,5000,8.59,0.08,0,4,69982
25.0,60000,0,5,3,5000,7.9,0.08,0,3,69982
24.0,62500,3,2,4,5000,10.62,0.08,0,4,69983
24.0,65004,0,0,1,8000,12.87,0.12,1,3,69983
24.0,62500,0,8,1,5000,11.36,0.08,0,3,69983
36.0,40000,3,6,0,2000,8.07,0.05,0,14,69984
29.0,50000,3,4,1,2500,7.14,0.05,0,5,69986
29.0,50000,0,3,2,2500,7.49,0.05,0,7,69986
29.0,50000,0,0,1,2500,10.99,0.05,0,10,69986
29.0,50000,3,4,2,2500,6.17,0.05,0,8,69986
30.0,48000,3,12,1,2000,9.62,0.04,0,8,69987
24.0,60000,3,8,5,2000,11.71,0.03,0,2,69989
24.0,60000,3,8,3,2000,14.79,0.03,1,4,69989
24.0,60000,0,4,3,2000,11.49,0.03,0,3,69989
24.0,60000,0,8,5,2000,9.99,0.03,0,2,69989
24.0,60000,3,4,1,2000,12.18,0.03,0,3,69989
24.0,60000,3,3,5,2000,11.49,0.03,0,2,69989
24.0,60000,0,3,0,2000,7.51,0.03,0,3,69989
24.0,60000,0,4,3,2000,6.03,0.03,0,4,69989
24.0,60000,0,8,5,2000,10.99,0.03,0,4,69989
24.0,60000,3,8,0,2000,5.42,0.03,0,3,69989
24.0,60000,2,8,2,2000,7.9,0.03,0,2,69989
26.0,55000,3,1,1,1500,12.84,0.03,1,3,69990
43.0,50000,0,15,4,16000,8.88,0.32,0,15,69990
22.0,65000,3,4,3,1500,13.92,0.02,0,2,69991
41.0,50000,3,5,5,12000,7.66,0.24,0,17,69991
22.0,64548,3,4,1,1000,13.49,0.02,1,2,69996
37.0,43000,0,3,0,9500,5.99,0.22,0,12,70014
27.0,63000,0,3,4,15000,13.16,0.24,1,7,70017
23.0,76500,3,1,1,17925,7.51,0.24,0,2,70019
22.0,71400,0,2,1,8500,7.14,0.12,0,4,70020
38.0,39500,3,0,3,5000,11.22,0.13,0,16,70023
25.0,65000,3,9,3,11200,7.51,0.17,0,3,70024
23.0,71000,3,1,5,11600,13.85,0.16,1,4,70025
23.0,66996,0,2,5,7000,7.51,0.1,0,3,70026
23.0,66996,0,7,1,7000,7.88,0.11,0,4,70026
23.0,67000,3,7,3,7000,10.59,0.1,0,2,70031
23.0,65000,3,4,4,4700,7.49,0.07,0,2,70034
25.0,57000,0,5,3,1200,13.23,0.02,0,4,70041
23.0,74000,0,4,1,15000,13.48,0.2,1,2,70072
34.0,45000,0,2,3,6400,9.63,0.14,0,5,70073
27.0,56000,0,5,0,5500,7.49,0.1,0,5,70080
25.0,60000,3,3,5,4900,13.35,0.08,1,2,70083
32.0,49000,3,6,4,8275,16.29,0.17,1,6,70096
25.0,62500,3,9,0,8000,12.69,0.13,0,2,70103
27.0,65000,0,5,2,17600,12.99,0.27,1,9,70114
31.0,53000,2,5,3,12000,12.42,0.23,0,8,70116
31.0,53000,0,3,5,12000,5.99,0.23,0,10,70116
23.0,75000,3,0,3,16100,7.9,0.21,0,3,70121
23.0,75000,0,3,5,16100,11.49,0.21,0,4,70121
29.0,55000,3,7,3,9600,13.16,0.17,0,5,70122
29.0,55000,0,5,4,9600,7.51,0.17,0,7,70122
37.0,43337,3,0,0,10000,9.76,0.23,0,17,70136
24.0,62217,0,2,2,4500,11.11,0.07,0,4,70144
23.0,64500,0,0,0,4000,12.53,0.06,0,4,70160
28.0,63000,0,12,3,18000,13.99,0.29,0,5,70162
28.0,52416,0,12,1,3200,5.42,0.06,0,9,70167
22.0,82000,0,6,1,20000,7.49,0.24,0,2,70169
22.0,82000,3,4,5,20000,10.99,0.24,0,2,70169
33.0,48000,3,5,0,9000,16.49,0.19,0,9,70169
24.0,71004,3,1,4,15000,13.98,0.21,0,4,70175
23.0,68000,3,3,1,8000,8.94,0.12,0,2,70179
24.0,63000,3,4,1,5400,8.9,0.09,0,3,70182
25.0,60000,0,3,2,4800,14.59,0.08,1,4,70183
32.0,45000,2,4,0,1800,14.96,0.04,1,7,70186
24.0,60000,0,8,4,1800,11.46,0.03,0,4,70190
24.0,60000,0,8,2,1800,12.98,0.03,0,4,70190
24.0,60000,3,0,3,1800,12.42,0.03,0,3,70190
24.0,60000,3,2,1,1800,7.9,0.03,0,4,70190
29.0,65000,0,4,4,24000,14.09,0.37,1,9,70205
37.0,45000,3,0,3,13000,12.99,0.29,0,11,70208
31.0,55000,3,0,3,15000,8.9,0.27,0,6,70212
28.0,60000,0,8,3,13750,7.88,0.23,0,5,70217
25.0,69000,3,6,3,16000,10.37,0.23,0,2,70218
23.0,75000,3,4,5,16000,7.49,0.21,0,3,70221
23.0,75000,0,7,1,16000,7.88,0.21,0,2,70221
23.0,75000,0,5,3,16000,9.99,0.21,0,4,70221
23.0,75000,0,0,5,16000,8.59,0.21,0,4,70221
23.0,75000,3,3,5,16000,11.49,0.21,0,3,70221
23.0,75000,3,7,4,16000,13.48,0.21,1,4,70221
23.0,75000,0,5,5,16000,6.17,0.21,0,3,70221
23.0,75000,0,7,1,16000,7.51,0.21,0,2,70221
27.0,60000,0,5,4,10750,13.11,0.18,1,10,70222
27.0,60000,0,11,1,10750,7.88,0.17,0,6,70222
29.0,55000,0,1,4,9500,11.71,0.17,0,7,70222
25.0,64600,3,2,1,10500,11.89,0.16,0,4,70224
25.0,65000,3,4,2,11000,13.72,0.17,0,2,70224
35.0,43000,3,5,5,5000,10.36,0.12,0,9,70225
26.0,60000,0,10,4,7750,12.53,0.13,0,4,70227
33.0,45000,3,4,2,4000,11.49,0.09,0,7,70229
33.0,45000,3,0,3,4000,9.25,0.09,0,6,70229
27.0,55000,0,11,0,4000,7.49,0.07,0,8,70233
27.0,55000,2,3,3,4000,10.38,0.07,0,10,70233
23.0,65000,0,3,1,4500,5.42,0.07,0,3,70235
23.0,65000,0,7,1,4500,7.49,0.07,0,3,70235
23.0,65000,0,1,1,4500,11.99,0.07,0,2,70235
22.0,67500,3,2,1,4000,9.99,0.06,0,2,70236
22.0,67500,3,1,1,4000,7.74,0.06,0,3,70236
21.0,70000,3,2,1,3250,7.14,0.04,0,4,70238
26.0,57738,0,7,1,4800,11.49,0.08,0,3,70241
27.0,57240,0,4,5,7000,11.41,0.13,0,6,70251
25.0,61828,2,10,5,7000,18.79,0.11,0,3,70264
27.0,57996,3,1,5,8000,10.28,0.14,0,6,70270
28.0,57000,0,12,2,9500,5.42,0.17,0,5,70273
29.0,54000,3,13,0,8000,13.49,0.15,1,9,70274
31.0,50000,3,0,2,7200,8.9,0.14,0,8,70274
31.0,50000,0,1,2,7200,13.85,0.14,1,8,70274
27.0,58000,3,2,1,8000,12.23,0.14,0,9,70276
27.0,58000,0,0,3,8000,13.61,0.14,1,9,70276
34.0,44000,3,3,0,4500,7.29,0.1,0,7,70277
22.0,73000,0,6,3,10000,7.51,0.14,0,3,70278
22.0,73000,3,6,5,10000,12.53,0.14,0,3,70278
24.0,65000,3,4,4,7700,13.79,0.12,0,3,70279
28.0,52000,3,0,3,2500,11.49,0.05,0,7,70286
22.0,73008,0,6,1,10000,10.65,0.14,0,2,70287
25.0,58000,0,9,4,2200,12.53,0.04,0,2,70288
27.0,61000,3,2,5,12000,10.39,0.2,0,10,70320
23.0,69000,2,7,3,9000,10.99,0.13,0,2,70328
21.0,75000,3,4,0,8400,7.51,0.11,0,3,70331
23.0,65000,3,7,5,4400,5.79,0.07,0,4,70335
27.0,53000,0,5,0,1200,7.29,0.02,0,10,70341
38.0,45996,0,2,1,17000,9.76,0.39,0,12,70343
22.0,77625,3,4,0,15000,14.65,0.19,0,3,70361
24.0,79500,0,8,4,25000,17.58,0.31,0,4,70362
26.0,68000,0,1,4,18000,17.49,0.28,1,2,70365
27.0,64000,3,1,1,16000,7.66,0.27,0,6,70366
24.0,69996,0,5,5,13600,7.49,0.19,0,2,70367
24.0,72000,3,3,5,16000,15.96,0.22,1,3,70370
24.0,72000,2,6,3,16000,6.17,0.22,0,4,70370
24.0,72000,3,8,3,16000,7.49,0.22,0,2,70370
24.0,72000,3,8,1,16000,7.66,0.23,0,2,70370
24.0,72000,3,8,4,16000,11.71,0.22,0,2,70370
24.0,72000,0,2,1,16000,6.62,0.22,0,4,70370
24.0,72000,3,3,3,16000,12.53,0.22,0,2,70370
24.0,72000,2,6,2,16000,10.37,0.22,0,3,70370
24.0,66996,3,8,5,10000,13.98,0.15,1,2,70371
27.0,59000,3,4,3,9250,10.65,0.17,0,5,70374
28.0,56000,0,6,3,8000,10.25,0.14,0,10,70375
28.0,56000,0,7,0,8000,7.51,0.14,0,7,70375
24.0,67000,3,5,1,10000,11.11,0.15,0,4,70376
24.0,67000,3,5,0,10000,11.71,0.15,0,4,70376
25.0,64000,0,7,0,9600,7.29,0.15,0,2,70376
22.0,72000,0,6,1,8800,14.91,0.12,0,2,70379
29.0,52000,0,3,5,5000,5.99,0.1,0,5,70379
29.0,52000,0,13,4,5000,5.99,0.1,0,8,70379
29.0,52000,3,0,4,5000,13.23,0.1,0,7,70379
29.0,52000,3,13,4,5000,9.91,0.1,0,10,70379
24.0,64500,0,3,2,7000,13.48,0.11,1,3,70380
28.0,56004,0,0,2,8000,8.0,0.15,0,5,70381
26.0,58000,3,5,1,5000,11.58,0.09,0,3,70382
24.0,62000,0,7,0,4000,8.9,0.06,0,2,70385
24.0,62000,3,3,2,4000,11.12,0.06,0,3,70385
27.0,54000,2,2,2,2500,11.14,0.05,0,7,70387
28.0,51000,3,3,5,1000,11.83,0.02,0,9,70391
21.0,68000,3,5,4,1000,13.49,0.01,0,2,70393
29.0,52700,3,13,4,6000,16.49,0.11,1,7,70393
62.0,60000,0,7,4,4000,7.88,0.07,0,24,70400
23.0,67500,3,2,0,7200,7.88,0.11,0,2,70405
29.0,55476,0,4,1,10000,15.33,0.18,1,9,70411
23.0,83000,0,7,5,25000,11.71,0.3,0,4,70414
33.0,45600,3,0,4,4800,7.88,0.11,0,7,70417
22.0,69500,3,6,1,6000,10.65,0.09,0,4,70433
22.0,69500,0,6,4,6000,7.51,0.09,0,3,70433
22.0,69500,0,6,5,6000,7.49,0.09,0,3,70433
22.0,69500,0,6,3,6000,7.51,0.09,0,2,70433
22.0,69500,3,6,0,6000,13.49,0.09,0,3,70433
22.0,69500,0,6,0,6000,7.51,0.09,0,3,70433
35.0,45996,3,2,3,10000,13.16,0.22,1,6,70458
25.0,69996,0,0,4,17000,12.84,0.24,0,4,70462
22.0,69528,3,6,1,6000,9.99,0.09,0,2,70464
22.0,69528,3,0,4,6000,12.99,0.09,0,2,70464
22.0,69528,0,6,5,6000,14.22,0.09,1,2,70464
22.0,69528,3,6,3,6000,10.75,0.09,0,3,70464
33.0,50000,3,1,2,12000,14.26,0.24,0,10,70464
33.0,50000,2,2,4,12000,13.98,0.24,0,7,70464
33.0,50000,2,3,5,12000,8.94,0.24,0,10,70464
33.0,50000,0,2,0,12000,9.99,0.24,0,9,70464
33.0,50000,3,1,3,12000,10.38,0.24,0,5,70464
21.0,90000,0,0,1,24000,11.99,0.26,0,2,70467
30.0,55000,0,5,0,12000,6.03,0.22,0,9,70467
26.0,65000,3,7,4,14000,8.49,0.22,0,2,70469
23.0,69996,0,2,5,10000,12.84,0.14,1,4,70472
23.0,69996,3,7,0,10000,9.63,0.14,0,4,70472
25.0,66000,2,0,0,12000,15.58,0.18,0,3,70473
29.0,54000,0,2,0,7800,7.14,0.14,0,8,70474
31.0,50000,3,6,5,7000,7.49,0.14,0,6,70474
31.0,50000,3,2,5,7000,12.53,0.14,0,7,70474
34.0,45000,0,4,5,6000,7.51,0.13,0,9,70474
22.0,75000,3,6,0,12000,7.49,0.16,0,2,70476
22.0,75000,3,6,4,12000,6.99,0.16,0,3,70476
22.0,75000,3,3,0,12000,13.57,0.16,1,4,70476
22.0,75000,0,6,4,12000,9.91,0.16,0,4,70476
22.0,75000,0,6,5,12000,12.69,0.16,0,3,70476
22.0,75000,3,0,1,12000,13.22,0.16,0,2,70476
22.0,75000,3,2,0,12000,8.9,0.16,0,3,70476
22.0,75000,3,1,0,12000,6.99,0.16,0,2,70476
22.0,75000,0,4,1,12000,6.91,0.16,0,3,70476
22.0,75000,3,6,1,12000,11.99,0.16,0,3,70476
22.0,75000,3,6,0,12000,7.51,0.16,0,3,70476
22.0,75000,0,5,1,12000,6.62,0.16,0,3,70476
22.0,75000,0,6,0,12000,10.99,0.16,0,2,70476
22.0,75000,3,2,1,12000,6.92,0.16,0,2,70476
